preprocessed_text,length,word_count,sentence_count,unique_words_count,average_word_length,target
oki go yan jiu skip ard oso go cine den go mrt one blah blah blah ,66,16,1,12,4.125,0
bring home wendi d,18,4,1,4,4.5,0
 date servic cal l boxskch,26,5,1,5,5.2,1
whatsup dont u want sleep,25,5,1,5,5.0,0
alright new goal,16,3,1,3,5.333333333333333,0
free entri weekli competit text word win c,42,8,1,8,5.25,1
alright head minut text meet,28,5,1,5,5.6,0
send logo ur lover name join heart txt love name name mobno eg love adam eve yahoo poboxwwq txtno ad p,102,21,1,18,4.857142857142857,1
ye last week take live call,27,6,1,6,4.5,0
someon contact date servic enter phone fanci find call landlin poboxntfp,72,11,1,11,6.545454545454546,1
siva hostel aha,15,3,1,3,5.0,0
urgent mobil number award prize guarante call land line claim valid hr,70,12,1,12,5.833333333333333,1
send ur friend receiv someth ur voic speak express childish naughti sentiment rowdi ful attitud romant shi attract funni lt gt irrit lt gt lovabl repli ,152,26,1,23,5.846153846153846,0
ok ok guess,11,3,1,2,3.6666666666666665,0
aathi dear ,11,2,1,2,5.5,0
pain urin thing els,19,4,1,4,4.75,0
 esplanad mind give lift co got car today ,42,8,1,8,5.25,0
wnt buy bmw car urgent vri urgentbut hv shortag lt gt lacsther sourc arng di amt lt gt lac that prob,100,21,1,19,4.761904761904762,0
home watch tv lor,17,4,1,4,4.25,0
usual take fifteen fuck minut respond ye question,49,8,1,8,6.125,0
congrat nokia video camera phone call call cost ppm ave call min vari mobil close post bcm ldn wcnxx,100,19,1,17,5.2631578947368425,1
book ticket pongal,18,3,1,3,6.0,0
avail like right around hillsborough amp lt gt th,49,9,1,9,5.444444444444445,0
messag sent askin lt gt dollar shoul pay lt gt lt gt,52,12,1,8,4.333333333333333,0
ask g iouri told stori like ten time alreadi,44,9,1,9,4.888888888888889,0
long applebe fuck take,22,4,1,4,5.5,0
hi hope u get txtjourney hasnt gd min late think,48,10,1,10,4.8,0
like love arrang,16,3,1,3,5.333333333333333,0
ye realli great bhaji told kalli best cricket sachin world veri tough get,73,13,1,13,5.615384615384615,0
suppos wake gt,14,3,1,3,4.666666666666667,0
oic saw tot din c found group liao ,35,8,1,8,4.375,0
hey hey wereth monkeespeopl say monkeyaround howdi gorgeou,58,8,1,7,7.25,0
sorri batteri die come get gram place,37,7,1,7,5.285714285714286,0
well done blimey exercis yeah kinda rememb wot hmm,50,9,1,9,5.555555555555555,0
wont get concentr dear know mind everyth,40,7,1,7,5.714285714285714,0
lol made plan new year,22,5,1,5,4.4,0
 min later k ,13,3,1,3,4.333333333333333,0
hank lotsli,11,2,1,2,5.5,0
thank hope good day today,25,5,1,5,5.0,0
k k detail want transfer acc enough,35,7,1,6,5.0,0
ok tell stay yeah tough optimist thing improv month,51,9,1,9,5.666666666666667,0
loan purpos homeown tenant welcom previous refus still help call free text back help,84,14,1,13,6.0,1
si si think ill go make oreo truffl,35,8,1,7,4.375,0
look ami ure beauti intellig woman like u lot know u dont like like dont worri,78,16,1,12,4.875,0
hope result consist intellig kind start ask practicum link keep ear open best ttyl,82,14,1,14,5.857142857142857,0
 call cost guess isnt bad miss ya need ya want ya love ya,57,13,1,10,4.384615384615385,0
go thru differ feelingwav decis cope individualtim heal everyth believ,70,10,1,10,7.0,0
u go phone gon na die stay,26,7,1,7,3.7142857142857144,0
great never better day give even reason thank god,49,9,1,9,5.444444444444445,0
upgrdcentr orang custom may claim free camera phone upgrad loyalti call offer end th juli c appli optout avail,110,19,1,19,5.7894736842105265,1
sorri call later ok bye,23,5,1,5,4.6,0
ok way railway,14,3,1,3,4.666666666666667,0
great princess love give receiv oral doggi style fave posit enjoy make love lt gt time per night,96,18,1,17,5.333333333333333,0
put stuff road keep get slipperi,32,6,1,6,5.333333333333333,0
go ride bike,12,3,1,3,4.0,0
yup need ju wait e rain stop,28,7,1,7,4.0,0
mani compani tell languag,25,4,1,4,6.25,0
okmail dear dave final notic collect tenerif holiday cash award call landlin tc sae box cwwx ppm,96,17,1,17,5.647058823529412,1
long sinc scream princess,25,4,1,4,6.25,0
noth meant money enter account bank remov flat rate someon transfer lt gt account lt gt dollar got remov bank differ charg also differb sure trust ja person send account detail co ,180,32,1,26,5.625,0
want get laid tonight want real dog locat sent direct ur mob join uk largest dog network txting moan nyt eca pmsg p,115,23,1,21,5.0,1
nice line said broken heart plz cum time infront wise trust u good t,68,14,1,14,4.857142857142857,0
ok gon na head usf like fifteen minut,37,8,1,8,4.625,0
love aathi love u lot ,22,5,1,4,4.4,0
tension ah machi problem,24,4,1,4,6.0,0
k pick anoth th done,20,5,1,5,4.0,0
guy get back g said think stay mcr,34,8,1,8,4.25,0
almost see u sec,16,4,1,4,4.0,0
yo carlo friend alreadi ask work weekend,40,7,1,7,5.714285714285714,0
watch tv lor ,13,3,1,3,4.333333333333333,0
thank babi cant wait tast real thing ,37,7,1,7,5.285714285714286,0
chang fb jaykwon thuglyf falconerf,34,5,1,5,6.8,0
win realli side long time,25,5,1,5,5.0,0
free messag activ free text messag repli messag word free term condit visit,75,13,1,9,5.769230769230769,1
dear reach railway happen,25,4,1,4,6.25,0
depend qualiti want type sent boy fade glori want ralph mayb ,61,11,1,10,5.545454545454546,0
think fix send test messag,26,5,1,5,5.2,0
sorri man account dri would want could trade back half could buy shit credit card,81,15,1,14,5.4,0
congrat year special cinema pass call c suprman v matrix starwar etc free bxipw pm dont miss,92,17,1,17,5.411764705882353,1
sorri meet call later,21,4,1,4,5.25,0
class lt gt reunion,19,4,1,4,4.75,0
free call,9,2,1,2,4.5,0
got meh ,8,2,1,2,4.0,0
nope think go monday sorri repli late,37,7,1,7,5.285714285714286,0
told accentur confirm true,26,4,1,4,6.5,0
kate jackson rec center ish right,33,6,1,6,5.5,0
dear reach room,15,3,1,3,5.0,0
fight world easi u either win lose bt fightng some close u dificult u lose u lose u win u still lose,100,22,1,13,4.545454545454546,0
 come,5,1,1,1,5.0,0
check nuerologist,17,2,1,2,8.5,0
lolnic went fish water,22,4,1,4,5.5,0
 congratul week competit draw u prize claim call b csstop sm ppm,64,12,1,12,5.333333333333333,1
wait e car dat bore wat co wait outsid got noth home stuff watch tv wat,71,16,1,14,4.4375,0
mayb westshor hyde park villag place near hous,46,8,1,8,5.75,0
know anthoni bring money school fee pay rent stuff like that need help friend need ,83,15,1,14,5.533333333333333,0
signific,8,1,1,1,8.0,0
opinion jada kusruthi lovabl silent spl charact matur stylish simpl pl repli ,77,12,1,12,6.416666666666667,0
 latest g still scroung ammo want give new ak tri,49,10,1,10,4.9,0
prabha soryda reali frm heart sori,34,6,1,6,5.666666666666667,0
lol ok forgiven,15,3,1,3,5.0,0
 jst chang tat ,15,3,1,3,5.0,0
guarante latest nokia phone gb ipod mp player prize txt word collect ibhltd ldnwh pmtmsgrcvd,92,15,1,15,6.133333333333334,1
competit,8,1,1,1,8.0,0
boltblu tone p repli poli mono eg poli cha cha slide yeah slow jamz toxic come stop tone txt,92,19,1,16,4.842105263157895,1
credit top renew pin tgxxrz,27,5,1,5,5.4,1
way transport less problemat sat night way u want ask n join bday feel free need know definit no book fri,105,21,1,20,5.0,0
usual person unconsci children adult may behav abnorm ill call,62,10,1,10,6.2,0
ebay might less elsewher,24,4,1,4,6.0,0
shall come get pickl,20,4,1,4,5.0,0
gon na go get taco,18,5,1,5,3.6,0
rude campu,10,2,1,2,5.0,0
urgent mobil award bonu caller prize nd attempt contact call boxqu,66,11,1,11,6.0,1
hi b ard christma enjoy n merri x ama,37,9,1,9,4.111111111111111,0
today offer claim ur worth discount voucher text ye savamob member offer mobil cs sub unsub repli x,99,18,1,17,5.5,1
ye pretti ladi like singl,25,5,1,5,5.0,0
reciev tone within next hr term condit pleas see channel u teletext pg ,71,13,1,13,5.461538461538462,1
jay say doublefaggot,20,3,1,3,6.666666666666667,0
privat account statement show unredeem sim point call identifi code expir ,74,11,1,11,6.7272727272727275,1
todaysunday sunday holiday work ,32,4,1,4,8.0,0
late ,5,1,1,1,5.0,0
call hope lr malaria know miss guy miss bani big pl give love especi great day,78,16,1,15,4.875,0
good afternoon love goe day hope mayb got lead job think boytoy send passion kiss across sea,92,17,1,17,5.411764705882353,0
probabl gon na see later tonight lt,35,7,1,7,5.0,0
mayb fat finger press button know,33,6,1,6,5.5,0
ummmmmaah mani mani happi return day dear sweet heart happi birthday dear,73,12,1,9,6.083333333333333,0
tirupur da start offic call,27,5,1,5,5.4,0
monthlysubscript pmsg maxmonth csc web age stop txt stop,56,9,1,8,6.222222222222222,1
famou quot develop abil listen anyth uncondit without lose temper self confid mean amarri,89,14,1,14,6.357142857142857,0
go colleg pa els ill come self pa,33,8,1,7,4.125,0
 oclock mine bash flat plan,27,5,1,5,5.4,0
girl stay bed girl need recoveri time id rather pass fun coop bed,65,13,1,11,5.0,0
special,7,1,1,1,7.0,0
know need get hotel got invit apologis cali sweet come english bloke weddin,75,13,1,13,5.769230769230769,0
sorri took long omw,19,4,1,4,4.75,0
wait lt gt min ,15,4,1,4,3.75,0
ok give minut think see btw alibi cut hair whole time,53,11,1,11,4.818181818181818,0
imagin final get sink bath put pace mayb even eat left also imagin feel cage cock surround bath water remind alway own enjoy cuck,129,24,1,22,5.375,0
hurri weeddefici like three day,31,5,1,5,6.2,0
sure get acknowledg astoundingli tactless gener faggi demand blood oath fo,74,11,1,11,6.7272727272727275,0
ok everi night take warm bath drink cup milk see work magic still need loos weight know,87,17,1,17,5.117647058823529,0
ill look fri pan case it cheap book perhap that silli fri pan isnt like book,76,16,1,13,4.75,0
o well uv caus mutat sunscreen like essenti theseday,52,9,1,9,5.777777777777778,0
lunch onlin,11,2,1,2,5.5,0
know friend alreadi told,24,4,1,4,6.0,0
hi princess thank pic pretti,28,5,1,5,5.6,0
aiyo u alway c ex one dunno abt mei repli first time u repli fast lucki workin huh got bao ur sugardad ah gee ,110,24,1,22,4.583333333333333,0
hi msg offic ,13,3,1,3,4.333333333333333,0
thanx e browni v nice ,22,5,1,5,4.4,0
geeeee love much bare stand,27,5,1,5,5.4,0
gent tri contact last weekend draw show prize guarante call claim code k valid hr ppm,85,16,1,16,5.3125,1
fuck babe miss alreadi know let send money toward net need want crave ,70,13,1,13,5.384615384615385,0
ill call u mrw ninish address icki american freek wont stop callin bad jen k eh,79,16,1,16,4.9375,0
oooh bed ridden ey think,24,5,1,5,4.8,0
anyway go gym whatev love smile hope ok good day babe miss much alreadi,71,14,1,14,5.071428571428571,0
love daddi make scream pleasur go slap ass dick,47,9,1,9,5.222222222222222,0
wot u wan na missi,18,5,1,5,3.6,0
yar lor wait mum finish sch lunch lor whole morn stay home clean room room quit clean hee ,90,18,1,15,5.0,0
know lab goggl went,19,4,1,4,4.75,0
open door,9,2,1,2,4.5,0
wait call,9,2,1,2,4.5,0
nope wait sch daddi ,20,4,1,4,5.0,0
 cash prize claim call,22,4,1,4,5.5,1
tire argu week week want,24,5,1,4,4.8,0
 wait sch finish ard ,21,4,1,4,5.25,0
mobil number claim call us back ring claim hot line ,52,10,1,9,5.2,1
arngd marriag u r walkin unfortuntli snake bite u bt love marriag danc frnt snake amp sayin bite bite,101,19,1,14,5.315789473684211,0
huh earli dinner outsid izzit,29,5,1,5,5.8,0
ok anyway need chang said,25,5,1,5,5.0,0
tri contact repli offer min textand new video phone call repli free deliveri tomorrow,85,14,1,13,6.071428571428571,1
exwif abl kid want kid one day,30,7,1,6,4.285714285714286,0
scotland hope show jjc tendenc take care live dream,51,9,1,9,5.666666666666667,0
tell u headach want use hour sick time,38,8,1,8,4.75,0
dun thk quit yet hmmm go jazz yogasana oso go meet em lesson den ,65,14,1,13,4.642857142857143,0
pete pleas ring meiv hardli gotani credit ,42,7,1,7,6.0,0
ya srsli better yi tho,22,5,1,5,4.4,0
meet call later,15,3,1,3,5.0,0
ur chanc win wkli shop spree txt shop c custcar xpwk,52,11,1,10,4.7272727272727275,1
special select receiv pound award call line close cost ppm cs appli ag promo,76,14,1,14,5.428571428571429,1
privat account statement show unredeem s i m point call identifi code expir ,76,13,1,13,5.846153846153846,1
still grand prix,16,3,1,3,5.333333333333333,0
met stranger choos friend long world stand friendship never end let friend forev gud nitz ,90,15,1,14,6.0,0
great,5,1,1,1,5.0,0
gud mrng dear nice day,22,5,1,5,4.4,0
import custom servic announc call freephon ,43,6,1,6,7.166666666666667,1
exhaust train morn much wine pie sleep well,43,8,1,8,5.375,0
go buy mum present ar,21,5,1,5,4.2,0
mind blastin tsunami occur rajnik stop swim indian ocean d,58,10,1,10,5.8,0
u send home first ok lor readi yet,34,8,1,8,4.25,0
speak cash yet,14,3,1,3,4.666666666666667,0
happi come noon,15,3,1,3,5.0,0
meet lunch la ,14,3,1,3,4.666666666666667,0
take care n get well soon,25,6,1,6,4.166666666666667,0
xclusiv clubsaisai morow soire special zouk nichol parisfre rose ladi info ,75,11,1,11,6.818181818181818,1
meant say cant wait see u get bore bridgwat banter,50,10,1,10,5.0,0
neva mind ok ,13,3,1,3,4.333333333333333,0
fine imma get drink somethin want come find,43,8,1,8,5.375,0
 day kick euro u kept date latest news result daili remov send get txt stop ,76,15,1,15,5.066666666666666,1
valentin game send di msg ur friend answer r someon realli love u que colour suit best rpli,91,18,1,18,5.055555555555555,0
mani depend,11,2,1,2,5.5,0
thanx today cer nice catch ave find time often oh well take care c u soonc,74,16,1,16,4.625,0
call said choos futur,21,4,1,4,5.25,0
happi valentin day know earli hundr handsom beauti wish thought finish aunti uncl st ,85,14,1,14,6.071428571428571,0
like v shock leh co tell shuhui like tell leona also like dat almost know liao got ask abt ur reaction lor,106,22,1,19,4.818181818181818,0
famili happi ,13,2,1,2,6.5,0
come n pick come immedi aft ur lesson ,38,8,1,7,4.75,0
let snow let snow kind weather bring ppl togeth friendship grow,63,11,1,9,5.7272727272727275,0
dear got lt gt dollar hi hi,27,7,1,6,3.857142857142857,0
good word word may leav u dismay mani time,42,9,1,8,4.666666666666667,0
make sure alex know birthday fifteen minut far concern,54,9,1,9,6.0,0
sorri got thing may pub later,29,6,1,6,4.833333333333333,0
nah straight bring bud drink someth actual littl use straight cash,66,11,1,10,6.0,0
haha good hear offici paid market th,36,7,1,7,5.142857142857143,0
mani lick take get center tootsi pop,36,7,1,7,5.142857142857143,0
yup thk r e teacher said make face look longer darren ask cut short,67,14,1,14,4.785714285714286,0
new textbuddi chat horni guy ur area p free receiv search postcod gaytextbuddycom txt one name ,95,16,1,16,5.9375,1
today vodafon number end select receiv award number match call receiv award,75,12,1,9,6.25,1
pleas dont say like hi hi hi,28,7,1,5,4.0,0
thank u,7,2,1,2,3.5,0
oh forward messag thought send,30,5,1,5,6.0,0
got seventeen pound seven hundr ml hope ok,42,8,1,8,5.25,0
dear voucher holder claim week offer pc go ts cs appli stop text txt stop ,74,15,1,14,4.933333333333334,1
n funni ,8,2,1,2,4.0,0
sweetheart hope kind day one load reason smile biola,52,9,1,9,5.777777777777778,0
 login dat time dad fetch home,30,6,1,6,5.0,0
shower babi,11,2,1,2,5.5,0
askd u question hour answer,27,5,1,5,5.4,0
well imma definit need restock thanksgiv let know,49,8,1,8,6.125,0
said kiss kiss sound effect gorgeou man kind person need smile brighten day,75,13,1,12,5.769230769230769,0
probabl gon na swing wee bit,28,6,1,6,4.666666666666667,0
ya nice be readi thursday,25,5,1,5,5.0,0
allo brave buse taken train triumph mean were bham jolli good rest week,71,13,1,13,5.461538461538462,0
watch cartoon listen music amp eve go templ amp church u,56,11,1,10,5.090909090909091,0
mind ask happen dont say uncomfort,34,6,1,6,5.666666666666667,0
privat account statement show unredeem s i m point call identifi code expir ,76,13,1,13,5.846153846153846,1
prob send email,15,3,1,3,5.0,0
 cash prize claim call c rstm sw ss ppm,39,9,1,9,4.333333333333333,1
that cool sometim slow gentl sonetim rough hard,47,8,1,8,5.875,0
gon na say sorri would normal start panic time sorri see tuesday,64,12,1,11,5.333333333333333,0
wait know wesley town bet hella drug,36,7,1,7,5.142857142857143,0
fine miss much,14,3,1,3,4.666666666666667,0
